X,Y,FID,OBJECTID,FULL_ADDS,STPFX,STNAME,STTYPE,STNUM,STALPHA,ADD_TYPE,ZIP
-77.0408073035355,38.8148945918376,1,1,321 FIRST ST, ,FIRST,ST,321,,BP,22314
-77.0409765719523,38.8150289819231,2,2,325 FIRST ST, ,FIRST,ST,325,,BP,22314
-77.1080936449475,38.8390747711567,3,3,3240 S 28TH ST,S,28TH,ST,3240,,B,22302
-77.1083001021016,38.838955009964,4,4,3242 S 28TH ST,S,28TH,ST,3242,,B,22302
-77.1072588146737,38.8394564369635,5,5,3310 S 28TH ST,S,28TH,ST,3310,,B,22302
-77.1075913236813,38.839431465368,6,6,3312 S 28TH ST,S,28TH,ST,3312,,B,22302
-77.10715039515,38.8396240466879,7,7,3314 S 28TH ST,S,28TH,ST,3314,,B,22302
-77.1076642413861,38.8398019090983,8,8,3320 S 28TH ST,S,28TH,ST,3320,,B,22302
-77.1080263722865,38.8399020151399,9,9,3330 S 28TH ST,S,28TH,ST,3330,,B,22302
-77.1082004660516,38.8394399298566,10,10,3340 S 28TH ST,S,28TH,ST,3340,,B,22302
-77.1082357896991,38.8397435359847,11,11,3342 S 28TH ST,S,28TH,ST,3342,,B,22302
-77.1043914944592,38.8400441565837,12,12,4900 S 28TH ST,S,28TH,ST,4900,,B,22206
-77.1044465543555,38.8400743811301,13,13,4902 S 28TH ST,S,28TH,ST,4902,,B,22206
-77.1045047264701,38.8400642118973,14,14,4904 S 28TH ST,S,28TH,ST,4904,,B,22206
-77.1045636034488,38.8400944691573,15,15,4906 S 28TH ST,S,28TH,ST,4906,,B,22206
-77.1046234882643,38.8401271664121,16,16,4908 S 28TH ST,S,28TH,ST,4908,,B,22206
-77.1046703770994,38.8401493419803,17,17,4910 S 28TH ST,S,28TH,ST,4910,,B,22206
-77.1048316645161,38.840096526914,18,18,4912 S 28TH ST,S,28TH,ST,4912,,B,22206
-77.1049317922064,38.8399765374087,19,19,4914 S 28TH ST,S,28TH,ST,4914,,B,22206
-77.1049650691894,38.8399430502325,20,20,4916 S 28TH ST,S,28TH,ST,4916,,B,22206
-77.1025846179781,38.8382143765355,21,21,4900 S 29TH RD,S,29TH,RD,4900,,B,22206
-77.1029865862336,38.8384204281852,22,22,4901 S 29TH RD,S,29TH,RD,4901,,B,22206
-77.1027541247426,38.8380661728861,23,23,4902 S 29TH RD,S,29TH,RD,4902,,B,22206
-77.1030847657986,38.8383635398791,24,24,4903 S 29TH RD,S,29TH,RD,4903,,B,22206
-77.102474759738,38.8379277366607,25,25,4904 S 29TH RD,S,29TH,RD,4904,,B,22206
-77.1031771482925,38.8383110484825,26,26,4905 S 29TH RD,S,29TH,RD,4905,,B,22206
-77.1024333226583,38.8378020128605,27,27,4906 S 29TH RD,S,29TH,RD,4906,,B,22206
-77.1025256717884,38.8377105665316,28,28,4908 S 29TH RD,S,29TH,RD,4908,,B,22206
-77.1025615223217,38.8376695616451,29,29,4910 S 29TH RD,S,29TH,RD,4910,,B,22206
-77.1026564287106,38.837659599165,30,30,4912 S 29TH RD,S,29TH,RD,4912,,B,22206
-77.1027178448999,38.8376975708872,31,31,4914 S 29TH RD,S,29TH,RD,4914,,B,22206
-77.1027958410139,38.8377361949273,32,32,4916 S 29TH RD,S,29TH,RD,4916,,B,22206
-77.1028798459401,38.8377816159922,33,33,4918 S 29TH RD,S,29TH,RD,4918,,B,22206
-77.1029557781074,38.8378284013369,34,34,4920 S 29TH RD,S,29TH,RD,4920,,B,22206
-77.1030292703862,38.8378737746405,35,35,4922 S 29TH RD,S,29TH,RD,4922,,B,22206
-77.0417800834183,38.8159444388491,36,36,404 SECOND ST, ,SECOND,ST,404,,B,22314
-77.0418589156721,38.8159385766805,37,37,406 SECOND ST, ,SECOND,ST,406,,B,22314
-77.0419229894387,38.8159416532625,38,38,408 SECOND ST, ,SECOND,ST,408,,B,22314
-77.0420044116137,38.8159517881653,39,39,410 SECOND ST, ,SECOND,ST,410,,B,22314
-77.042074221897,38.8159594984012,40,40,412 SECOND ST, ,SECOND,ST,412,,B,22314
-77.0421637391835,38.8160016637466,41,41,414 SECOND ST, ,SECOND,ST,414,,B,22314
-77.1007192972936,38.8370867990905,42,42,4901 S 30TH ST,S,30TH,ST,4901,,B,22206
-77.1008012157638,38.8369917511825,43,43,4903 S 30TH ST,S,30TH,ST,4903,,B,22206
-77.1006933187676,38.8368094983119,44,44,4907 S 30TH ST,S,30TH,ST,4907,,B,22206
-77.1007752730654,38.8367125976021,45,45,4909 S 30TH ST,S,30TH,ST,4909,,B,22206
-77.1008233056929,38.8366591216266,46,46,4911 S 30TH ST,S,30TH,ST,4911,,B,22206
-77.0449607588855,38.8174760829301,47,47,700 W ABINGDON CT,W,ABINGDON,CT,700,,BP,22314
-77.04504636877,38.8175026740616,48,48,702 W ABINGDON CT,W,ABINGDON,CT,702,,BP,22314
-77.0451030080463,38.8175085893163,49,49,704 W ABINGDON CT,W,ABINGDON,CT,704,,BP,22314
-77.0450603459479,38.8177573949432,50,50,705 W ABINGDON CT,W,ABINGDON,CT,705,,BP,22314
-77.04515313161,38.8174971001408,51,51,706 W ABINGDON CT,W,ABINGDON,CT,706,,BP,22314
-77.0451138425404,38.817753195812,52,52,707 W ABINGDON CT,W,ABINGDON,CT,707,,BP,22314
-77.0451998714254,38.8174807912116,53,53,708 W ABINGDON CT,W,ABINGDON,CT,708,,BP,22314
-77.0451550487141,38.8177429808356,54,54,709 W ABINGDON CT,W,ABINGDON,CT,709,,BP,22314
-77.0452495180825,38.81746083609,55,55,710 W ABINGDON CT,W,ABINGDON,CT,710,,BP,22314
-77.0452047025135,38.8177254683163,56,56,711 W ABINGDON CT,W,ABINGDON,CT,711,,BP,22314
-77.0434905926737,38.8175887949996,57,57,1201 E ABINGDON DR,E,ABINGDON,DR,1201,,BP,22314
-77.043608859596,38.8188351866229,58,58,1303 E ABINGDON DR,E,ABINGDON,DR,1303,,B,22314
-77.0436707088676,38.8192051693991,59,59,1309 E ABINGDON DR,E,ABINGDON,DR,1309,,B,22314
-77.0432099969279,38.81919405997,60,60,1315 E ABINGDON DR,E,ABINGDON,DR,1315,,B,22314
-77.045280021412,38.8177289969001,61,61,713 W ABINGDON DR,W,ABINGDON,DR,713,,BP,22314
-77.0454144180652,38.8167543447862,62,62,1100 W ABINGDON DR,W,ABINGDON,DR,1100,,BP,22314
-77.0453044789512,38.8166908472646,63,63,1102 W ABINGDON DR,W,ABINGDON,DR,1102,,BP,22314
-77.0452527926407,38.816704071289,64,64,1104 W ABINGDON DR,W,ABINGDON,DR,1104,,BP,22314
-77.0452253447136,38.8167547981657,65,65,1106 W ABINGDON DR,W,ABINGDON,DR,1106,,BP,22314
-77.0453164486503,38.8171321514341,66,66,1108 W ABINGDON DR,W,ABINGDON,DR,1108,,BP,22314
-77.0453716269707,38.8171242719061,67,67,1110 W ABINGDON DR,W,ABINGDON,DR,1110,,BP,22314
-77.0453948639261,38.8170738630889,68,68,1112 W ABINGDON DR,W,ABINGDON,DR,1112,,BP,22314
-77.0448250831814,38.8177261063295,69,69,1200 W ABINGDON DR,W,ABINGDON,DR,1200,,BP,22314
-77.0448086507386,38.8177728712607,70,70,1202 W ABINGDON DR,W,ABINGDON,DR,1202,,BP,22314
-77.0448023128738,38.8178101184332,71,71,1204 W ABINGDON DR,W,ABINGDON,DR,1204,,BP,22314
-77.0447952154913,38.817849156299,72,72,1206 W ABINGDON DR,W,ABINGDON,DR,1206,,BP,22314
-77.0448219102198,38.8178967894442,73,73,1208 W ABINGDON DR,W,ABINGDON,DR,1208,,BP,22314
-77.0447835357307,38.8180336293759,74,74,1210 W ABINGDON DR,W,ABINGDON,DR,1210,,BP,22314
-77.0448296207836,38.818033002647,75,75,1212 W ABINGDON DR,W,ABINGDON,DR,1212,,BP,22314
-77.0448727718429,38.8180440087173,76,76,1214 W ABINGDON DR,W,ABINGDON,DR,1214,,BP,22314
-77.0449268270228,38.8180535165572,77,77,1216 W ABINGDON DR,W,ABINGDON,DR,1216,,BP,22314
-77.0447502736119,38.818353332484,78,78,1218 W ABINGDON DR,W,ABINGDON,DR,1218,,BP,22314
-77.0447463007617,38.8183970769555,79,79,1220 W ABINGDON DR,W,ABINGDON,DR,1220,,BP,22314
-77.0447625729056,38.8184398418039,80,80,1222 W ABINGDON DR,W,ABINGDON,DR,1222,,BP,22314
-77.0446370960991,38.8206575974792,81,81,1420 W ABINGDON DR,W,ABINGDON,DR,1420,,BP,22314
-77.0445186608677,38.8220432084675,82,82,1602 W ABINGDON DR,W,ABINGDON,DR,1602,,B,22314
-77.04444922436,38.8225981870454,83,83,1618 W ABINGDON DR,W,ABINGDON,DR,1618,,B,22314
-77.0444241732169,38.8228687146924,84,84,1620 W ABINGDON DR,W,ABINGDON,DR,1620,,B,22314
-77.0443455972911,38.8234194948156,85,85,1636 W ABINGDON DR,W,ABINGDON,DR,1636,,B,22314
-77.0443131844353,38.8236781654829,86,86,1700 W ABINGDON DR,W,ABINGDON,DR,1700,,B,22314
-77.0442471331496,38.8242269520447,87,87,1716 W ABINGDON DR,W,ABINGDON,DR,1716,,B,22314
-77.0442190734012,38.8244893597584,88,88,1718 W ABINGDON DR,W,ABINGDON,DR,1718,,B,22314
-77.044926237961,38.8248086253212,89,89,1726 W ABINGDON DR,W,ABINGDON,DR,1726,,B,22314
-77.0441638778186,38.8250216329902,90,90,1734 W ABINGDON DR,W,ABINGDON,DR,1734,,B,22314
-77.0443206531539,38.8253282344026,91,91,1802 W ABINGDON DR,W,ABINGDON,DR,1802,,B,22314
-77.0444441010536,38.825335643524,92,92,1804 W ABINGDON DR,W,ABINGDON,DR,1804,,B,22314
-77.0445511111139,38.8254084013051,93,93,1806 W ABINGDON DR,W,ABINGDON,DR,1806,,B,22314
-77.0446224535083,38.8255268059404,94,94,1808 W ABINGDON DR,W,ABINGDON,DR,1808,,B,22314
-77.044610351741,38.825681100439,95,95,1810 W ABINGDON DR,W,ABINGDON,DR,1810,,B,22314
-77.0445208176547,38.8258057589342,96,96,1812 W ABINGDON DR,W,ABINGDON,DR,1812,,B,22314
-77.0444253478403,38.82587873157,97,97,1814 W ABINGDON DR,W,ABINGDON,DR,1814,,B,22314
-77.0442604505841,38.8258683099086,98,98,1816 W ABINGDON DR,W,ABINGDON,DR,1816,,B,22314
-77.0440873551076,38.8257844971291,99,99,1818 W ABINGDON DR,W,ABINGDON,DR,1818,,B,22314
-77.0610741826282,38.816352988475,100,100,100 ADAMS AV, ,ADAMS,AV,100,,BP,22301
-77.0608593004961,38.8161562466965,101,101,101 ADAMS AV, ,ADAMS,AV,101,,BP,22301
-77.0609154702639,38.816377085004,102,102,102 ADAMS AV, ,ADAMS,AV,102,,BP,22301
-77.0606621887107,38.8161731967077,103,103,103 ADAMS AV, ,ADAMS,AV,103,,BP,22301
-77.0607772025239,38.8163818606413,104,104,104 ADAMS AV, ,ADAMS,AV,104,,BP,22301
-77.060425199804,38.8161946502333,105,105,105 ADAMS AV, ,ADAMS,AV,105,,BP,22301
-77.0606051771337,38.8163976398054,106,106,106 ADAMS AV, ,ADAMS,AV,106,,BP,22301
-77.0602407912676,38.8162126851824,107,107,107 ADAMS AV, ,ADAMS,AV,107,,BP,22301
-77.0604326125591,38.8164151500462,108,108,108 ADAMS AV, ,ADAMS,AV,108,,BP,22301
-77.060201870349,38.8162162546812,109,109,109 ADAMS AV, ,ADAMS,AV,109,,BP,22301
-77.0602566228407,38.8164427789824,110,110,110 ADAMS AV, ,ADAMS,AV,110,,BP,22301
-77.0600531687332,38.8162308236517,111,111,111 ADAMS AV, ,ADAMS,AV,111,,BP,22301
-77.0600715144372,38.8164478412354,112,112,112 ADAMS AV, ,ADAMS,AV,112,,BP,22301
-77.0599969086383,38.8162363759185,113,113,113 ADAMS AV, ,ADAMS,AV,113,,BP,22301
-77.0600327105016,38.8164517724973,114,114,114 ADAMS AV, ,ADAMS,AV,114,,BP,22301
-77.0598409318968,38.8162487227727,115,115,115 ADAMS AV, ,ADAMS,AV,115,,BP,22301
-77.0598026485549,38.816252081033,116,116,117 ADAMS AV, ,ADAMS,AV,117,,BP,22301
-77.0596380751544,38.8165009851307,117,117,200 ADAMS AV, ,ADAMS,AV,200,,BP,22301
-77.059650936916,38.8162677765839,118,118,201 ADAMS AV, ,ADAMS,AV,201,,BP,22301
-77.0595312165124,38.8164993066179,119,119,202 ADAMS AV, ,ADAMS,AV,202,,BP,22301
-77.059479058605,38.8165043215775,120,120,202 1/2 ADAMS AV, ,ADAMS,AV,202,1/2,BP,22301
-77.0595980186457,38.8162719542821,121,121,203 ADAMS AV, ,ADAMS,AV,203,,BP,22301
-77.0593498977292,38.8165252128206,122,122,204 ADAMS AV, ,ADAMS,AV,204,,BP,22301
-77.0593062252656,38.8165296327481,123,123,204 1/2 ADAMS AV, ,ADAMS,AV,204,1/2,BP,22301
-77.0594412682358,38.8162854884791,124,124,205 ADAMS AV, ,ADAMS,AV,205,,BP,22301
-77.0591814939077,38.8165409118416,125,125,206 ADAMS AV, ,ADAMS,AV,206,,BP,22301
-77.0591164012394,38.8166002738229,126,126,206 1/2 ADAMS AV, ,ADAMS,AV,206,1/2,BP,22301
-77.0594012327746,38.8162892728722,127,127,207 ADAMS AV, ,ADAMS,AV,207,,BP,22301
-77.0590069690546,38.8165482962085,128,128,208 ADAMS AV, ,ADAMS,AV,208,,BP,22301
-77.0589581421968,38.8165532203069,129,129,208 1/2 ADAMS AV, ,ADAMS,AV,208,1/2,BP,22301
-77.0592311926114,38.8163155002574,130,130,209 ADAMS AV, ,ADAMS,AV,209,,BP,22301
-77.0588297606582,38.8165635550437,131,131,210 ADAMS AV, ,ADAMS,AV,210,,BP,22301
-77.0587899154068,38.8165673776047,132,132,210 1/2 ADAMS AV, ,ADAMS,AV,210,1/2,BP,22301
-77.0591894220111,38.8163208165199,133,133,211 ADAMS AV, ,ADAMS,AV,211,,BP,22301
-77.0585938273647,38.8165958356329,134,134,212 ADAMS AV, ,ADAMS,AV,212,,BP,22301
-77.0590196480915,38.8163256743971,135,135,213 ADAMS AV, ,ADAMS,AV,213,,BP,22301
-77.0584754377861,38.8165963236553,136,136,214 ADAMS AV, ,ADAMS,AV,214,,BP,22301
-77.0589761443334,38.8163300133847,137,137,215 ADAMS AV, ,ADAMS,AV,215,,BP,22301
-77.0584404613457,38.8165993509077,138,138,216 ADAMS AV, ,ADAMS,AV,216,,BP,22301
-77.058826606093,38.8163435515504,139,139,217 ADAMS AV, ,ADAMS,AV,217,,BP,22301
-77.0587721338314,38.8163484359605,140,140,219 ADAMS AV, ,ADAMS,AV,219,,BP,22301
-77.0585809878836,38.8163650764645,141,141,225 ADAMS AV, ,ADAMS,AV,225,,BP,22301
-77.058414839129,38.8163835274778,142,142,227 ADAMS AV, ,ADAMS,AV,227,,BP,22301
-77.0581734028236,38.8163898173041,143,143,229 ADAMS AV, ,ADAMS,AV,229,,BP,22301
-77.0579047662208,38.8166512194534,144,144,300 ADAMS AV, ,ADAMS,AV,300,,BP,22301
-77.0576704347585,38.8166716540941,145,145,302 ADAMS AV, ,ADAMS,AV,302,,BP,22301
-77.0649834742632,38.8179863661674,146,146,112 W ALEXANDRIA AV,W,ALEXANDRIA,AV,112,,BP,22301
-77.0652691010662,38.8182409613348,147,147,113 W ALEXANDRIA AV,W,ALEXANDRIA,AV,113,,BP,22301
-77.0651567034973,38.8179850555963,148,148,114 W ALEXANDRIA AV,W,ALEXANDRIA,AV,114,,BP,22301
-77.0654657306803,38.8182202947196,149,149,115 W ALEXANDRIA AV,W,ALEXANDRIA,AV,115,,BP,22301
-77.0653669849282,38.8179458315577,150,150,116 W ALEXANDRIA AV,W,ALEXANDRIA,AV,116,,BP,22301
-77.0668706418978,38.8179732657989,151,151,201 W ALEXANDRIA AV,W,ALEXANDRIA,AV,201,,BP,22302
-77.0669896677671,38.8175772275084,152,152,203 W ALEXANDRIA AV,W,ALEXANDRIA,AV,203,,BP,22302
-77.06665132287,38.8175083315314,153,153,204 W ALEXANDRIA AV,W,ALEXANDRIA,AV,204,,BP,22302
-77.0672110145727,38.8173296004526,154,154,205 W ALEXANDRIA AV,W,ALEXANDRIA,AV,205,,BP,22302
-77.0667416721903,38.8173429036891,155,155,206 W ALEXANDRIA AV,W,ALEXANDRIA,AV,206,,BP,22302
-77.0670740188189,38.817082869724,156,156,208 W ALEXANDRIA AV,W,ALEXANDRIA,AV,208,,BP,22302
-77.0672786762875,38.8170127789951,157,157,210 W ALEXANDRIA AV,W,ALEXANDRIA,AV,210,,BP,22302
-77.0678132602929,38.8173993521776,158,158,1203 ORCHARD ST, ,ORCHARD,ST,1203,,BP,22302
-77.0675407311509,38.8170090159696,159,159,212 W ALEXANDRIA AV,W,ALEXANDRIA,AV,212,,BP,22302
-77.0470770575054,38.8145475546452,160,166,901 N ALFRED ST,N,ALFRED,ST,901,,BP,22314
-77.0496659090541,38.8024553219058,161,167,316 S ALFRED ST,S,ALFRED,ST,316,,BP,22314
-77.0496590375776,38.8024891373767,162,168,314 1/2 S ALFRED ST,S,ALFRED,ST,314,1/2,BP,22314
-77.0500410926701,38.8024002748001,163,169,317 S ALFRED ST,S,ALFRED,ST,317,,B,22314
-77.0496729760331,38.8024118235304,164,170,318 S ALFRED ST,S,ALFRED,ST,318,,BP,22314
-77.0500480719397,38.8023527822654,165,171,319 S ALFRED ST,S,ALFRED,ST,319,,B,22314
-77.0500890563196,38.800155705292,166,172,520 S ALFRED ST,S,ALFRED,ST,520,,B,22314
-77.0500218015984,38.8000992874404,167,173,522 S ALFRED ST,S,ALFRED,ST,522,,B,22314
-77.0501175442493,38.8001094957628,168,174,524 S ALFRED ST,S,ALFRED,ST,524,,B,22314
-77.0501910612206,38.800010867182,169,175,526 S ALFRED ST,S,ALFRED,ST,526,,BP,22314
-77.0501934406425,38.7999425479236,170,176,528 S ALFRED ST,S,ALFRED,ST,528,,BP,22314
-77.0501909911121,38.7998918088883,171,177,530 S ALFRED ST,S,ALFRED,ST,530,,BP,22314
-77.0502146752829,38.799845608437,172,178,532 S ALFRED ST,S,ALFRED,ST,532,,BP,22314
-77.0502135108906,38.7997933167119,173,179,534 S ALFRED ST,S,ALFRED,ST,534,,BP,22314
-77.0507139793096,38.799415917928,174,180,607 S ALFRED ST,S,ALFRED,ST,607,,B,22314
-77.0506792919562,38.7993390473671,175,181,609 S ALFRED ST,S,ALFRED,ST,609,,B,22314
-77.0506971269966,38.7992806278012,176,182,611 S ALFRED ST,S,ALFRED,ST,611,,B,22314
-77.0507050371132,38.7992242253917,177,183,613 S ALFRED ST,S,ALFRED,ST,613,,B,22314
-77.0507286840169,38.7991860077878,178,184,615 S ALFRED ST,S,ALFRED,ST,615,,B,22314
-77.0507291933679,38.7991351962994,179,185,617 S ALFRED ST,S,ALFRED,ST,617,,B,22314
-77.0507716460959,38.7990686721989,180,186,619 S ALFRED ST,S,ALFRED,ST,619,,B,22314
-77.0507473924463,38.7990045151709,181,187,621 S ALFRED ST,S,ALFRED,ST,621,,BP,22314
-77.0507720012926,38.7989467468838,182,188,623 S ALFRED ST,S,ALFRED,ST,623,,BP,22314
-77.0507741042646,38.7988809730067,183,189,625 S ALFRED ST,S,ALFRED,ST,625,,BP,22314
-77.0509499418095,38.7981058513197,184,190,709 S ALFRED ST,S,ALFRED,ST,709,,BP,22314
-77.0505560900391,38.7979668836628,185,191,710 S ALFRED ST,S,ALFRED,ST,710,,BP,22314
-77.050959420641,38.7980673802619,186,192,711 S ALFRED ST,S,ALFRED,ST,711,,BP,22314
-77.0505655310914,38.7979285256876,187,193,712 S ALFRED ST,S,ALFRED,ST,712,,BP,22314
-77.0509715746097,38.7980246536756,188,194,713 S ALFRED ST,S,ALFRED,ST,713,,BP,22314
-77.0505748963271,38.7978808580467,189,195,714 S ALFRED ST,S,ALFRED,ST,714,,BP,22314
-77.0509808085821,38.7979801701824,190,196,715 S ALFRED ST,S,ALFRED,ST,715,,BP,22314
-77.0505840207657,38.7978427844648,191,197,716 S ALFRED ST,S,ALFRED,ST,716,,BP,22314
-77.0509898715772,38.7979363999391,192,198,717 S ALFRED ST,S,ALFRED,ST,717,,BP,22314
-77.050591264647,38.7977987422045,193,199,718 S ALFRED ST,S,ALFRED,ST,718,,BP,22314
-77.0509987881712,38.7978930378235,194,200,719 S ALFRED ST,S,ALFRED,ST,719,,BP,22314
-77.0506030626506,38.7977497009231,195,201,720 S ALFRED ST,S,ALFRED,ST,720,,BP,22314
-77.0510102353842,38.797837858431,196,202,721 S ALFRED ST,S,ALFRED,ST,721,,BP,22314
-77.0506208107582,38.797664303706,197,203,724 S ALFRED ST,S,ALFRED,ST,724,,BP,22314
-77.0510281325304,38.7977516133946,198,204,725 S ALFRED ST,S,ALFRED,ST,725,,BP,22314
-77.0506292250862,38.7976256447302,199,205,726 S ALFRED ST,S,ALFRED,ST,726,,BP,22314
-77.0510349842919,38.79771860664,200,206,727 S ALFRED ST,S,ALFRED,ST,727,,BP,22314
-77.0506409884646,38.7975808276217,201,207,728 S ALFRED ST,S,ALFRED,ST,728,,BP,22314
-77.0510458541026,38.79767612546,202,208,729 S ALFRED ST,S,ALFRED,ST,729,,BP,22314
-77.0506495138608,38.7975381463248,203,209,730 S ALFRED ST,S,ALFRED,ST,730,,BP,22314
-77.0510573423678,38.7976239873111,204,210,731 S ALFRED ST,S,ALFRED,ST,731,,BP,22314
-77.0506582780275,38.7974940156281,205,211,732 S ALFRED ST,S,ALFRED,ST,732,,BP,22314
-77.0510662707078,38.7975806667775,206,212,733 S ALFRED ST,S,ALFRED,ST,733,,BP,22314
-77.0506662908543,38.7974440410241,207,213,734 S ALFRED ST,S,ALFRED,ST,734,,BP,22314
-77.0510753277889,38.7975375271244,208,214,735 S ALFRED ST,S,ALFRED,ST,735,,BP,22314
-77.0511364512871,38.797107268722,209,215,807 S ALFRED ST,S,ALFRED,ST,807,,B,22314
-77.051214024398,38.7969412229285,210,216,811 S ALFRED ST,S,ALFRED,ST,811,,BP,22314
-77.0512223804601,38.7968840259171,211,217,813 S ALFRED ST,S,ALFRED,ST,813,,BP,22314
-77.0509854231417,38.7957898756285,212,218,908 S ALFRED ST,S,ALFRED,ST,908,,BP,22314
-77.0514589170679,38.7958078201303,213,219,909 S ALFRED ST,S,ALFRED,ST,909,,BP,22314
-77.0510279956831,38.7957363654755,214,220,910 S ALFRED ST,S,ALFRED,ST,910,,BP,22314
-77.0514677947302,38.7957401549575,215,221,911 S ALFRED ST,S,ALFRED,ST,911,,BP,22314
-77.0510372770808,38.7956949368034,216,222,912 S ALFRED ST,S,ALFRED,ST,912,,BP,22314
-77.0514953325615,38.7956918305039,217,223,913 S ALFRED ST,S,ALFRED,ST,913,,BP,22314
-77.0510460792392,38.7956556347858,218,224,914 S ALFRED ST,S,ALFRED,ST,914,,BP,22314
-77.0514961237777,38.7956335210568,219,225,915 S ALFRED ST,S,ALFRED,ST,915,,BP,22314
-77.0510570358264,38.7956067235994,220,226,916 S ALFRED ST,S,ALFRED,ST,916,,BP,22314
-77.0515217590455,38.7955885949527,221,227,917 S ALFRED ST,S,ALFRED,ST,917,,BP,22314
-77.0515274664982,38.7955386629861,222,228,919 S ALFRED ST,S,ALFRED,ST,919,,BP,22314
-77.0510744291281,38.7955237382808,223,229,920 S ALFRED ST,S,ALFRED,ST,920,,BP,22314
-77.0515337960839,38.7954898504872,224,230,921 S ALFRED ST,S,ALFRED,ST,921,,BP,22314
-77.0510846911659,38.7954740995443,225,231,922 S ALFRED ST,S,ALFRED,ST,922,,BP,22314
-77.0515318525372,38.795426424945,226,232,923 S ALFRED ST,S,ALFRED,ST,923,,BP,22314
-77.0510938434459,38.7954298222335,227,233,924 S ALFRED ST,S,ALFRED,ST,924,,BP,22314
-77.051103748173,38.7953819152334,228,234,926 S ALFRED ST,S,ALFRED,ST,926,,BP,22314
-77.051077436654,38.7953208005625,229,235,928 S ALFRED ST,S,ALFRED,ST,928,,BP,22314
-77.1304323675168,38.8207617248002,230,239,485 N ARMISTEAD ST,N,ARMISTEAD,ST,485,,B,22312
-77.1304203144275,38.8209761430529,231,240,487 N ARMISTEAD ST,N,ARMISTEAD,ST,487,,B,22312
-77.1305331157235,38.8212352719209,232,241,489 N ARMISTEAD ST,N,ARMISTEAD,ST,489,,B,22312
-77.1306373177933,38.821451122567,233,242,491 N ARMISTEAD ST,N,ARMISTEAD,ST,491,,B,22312
-77.1307379652412,38.8216339354555,234,243,493 N ARMISTEAD ST,N,ARMISTEAD,ST,493,,B,22312
-77.1308692864556,38.8219436914491,235,244,501 N ARMISTEAD ST,N,ARMISTEAD,ST,501,,B,22312
-77.1310986124652,38.8220751163033,236,245,503 N ARMISTEAD ST,N,ARMISTEAD,ST,503,,B,22312
-77.1313261049718,38.8221693634919,237,246,505 N ARMISTEAD ST,N,ARMISTEAD,ST,505,,B,22312
-77.1315884599971,38.8219463566675,238,247,507 N ARMISTEAD ST,N,ARMISTEAD,ST,507,,B,22312
-77.1317611046628,38.8221625358675,239,248,509 N ARMISTEAD ST,N,ARMISTEAD,ST,509,,B,22312
-77.1319190141893,38.8218679737554,240,249,511 N ARMISTEAD ST,N,ARMISTEAD,ST,511,,B,22312
-77.1321035385461,38.8220654486138,241,250,513 N ARMISTEAD ST,N,ARMISTEAD,ST,513,,B,22312
-77.1323003437669,38.8222466880489,242,251,515 N ARMISTEAD ST,N,ARMISTEAD,ST,515,,B,22312
-77.1326672415682,38.8222476979238,243,252,517 N ARMISTEAD ST,N,ARMISTEAD,ST,517,,B,22312
-77.1328505291006,38.8224513754542,244,253,519 N ARMISTEAD ST,N,ARMISTEAD,ST,519,,B,22312
-77.1332403264447,38.822452534098,245,254,521 N ARMISTEAD ST,N,ARMISTEAD,ST,521,,B,22312
-77.1335058602481,38.8226177495258,246,255,523 N ARMISTEAD ST,N,ARMISTEAD,ST,523,,B,22312
-77.1337060153291,38.8229624656329,247,256,525 N ARMISTEAD ST,N,ARMISTEAD,ST,525,,B,22312
-77.1339242005941,38.8227554410606,248,257,527 N ARMISTEAD ST,N,ARMISTEAD,ST,527,,B,22312
-77.1350292858313,38.8228247061014,249,258,600 N ARMISTEAD ST,N,ARMISTEAD,ST,600,,B,22312
-77.1346841637373,38.8234233823075,250,259,601 N ARMISTEAD ST,N,ARMISTEAD,ST,601,,B,22312
-77.1350721681785,38.8228852914968,251,260,602 N ARMISTEAD ST,N,ARMISTEAD,ST,602,,B,22312
-77.1346831612673,38.8235218410013,252,261,603 N ARMISTEAD ST,N,ARMISTEAD,ST,603,,B,22312
-77.1351059771535,38.8229385646959,253,262,604 N ARMISTEAD ST,N,ARMISTEAD,ST,604,,B,22312
-77.1346380748018,38.8235742675308,254,263,605 N ARMISTEAD ST,N,ARMISTEAD,ST,605,,B,22312
-77.1351433937222,38.822988604016,255,264,606 N ARMISTEAD ST,N,ARMISTEAD,ST,606,,B,22312
-77.1346109187605,38.8236282324666,256,265,607 N ARMISTEAD ST,N,ARMISTEAD,ST,607,,B,22312
-77.1351723970189,38.8230538614994,257,266,608 N ARMISTEAD ST,N,ARMISTEAD,ST,608,,B,22312
-77.1345777489216,38.8236887142139,258,267,609 N ARMISTEAD ST,N,ARMISTEAD,ST,609,,B,22312
-77.1351938867187,38.8231077851157,259,268,610 N ARMISTEAD ST,N,ARMISTEAD,ST,610,,B,22312
-77.1345469524613,38.8237421827,260,269,611 N ARMISTEAD ST,N,ARMISTEAD,ST,611,,B,22312
-77.1352376445838,38.8231747376789,261,270,612 N ARMISTEAD ST,N,ARMISTEAD,ST,612,,B,22312
-77.1346201922639,38.8237691244049,262,271,613 N ARMISTEAD ST,N,ARMISTEAD,ST,613,,B,22312
